9000000000,205,3673
9000000000,205,3674
9000000000,205,3675
9000000000,205,3677
9000000000,205,3679
9000000000,205,0
9000000000,205,3684
9000000000,205,3685
9000000000,205,3686
9000000000,205,3687
9000000000,205,3694
9000000000,205,3695
9000000000,205,3696
9000000000,205,3697
9000000000,205,3698
9000000000,205,3699
9000000000,205,3700
9000000000,205,3701
9000000000,205,3702
9000000000,205,3703
9000000000,205,0
9000000000,205,3706
9000000000,205,3711
9000000000,205,3714
9000000000,205,3719
9000000000,205,3727
9000000000,205,3730
9000000000,205,3733
9000000000,205,3736
9000000000,205,3739
9000000000,205,3728
9000000000,205,3731
9000000000,205,3734
9000000000,205,3737
9000000000,205,3740
