9000000000,205,3676
9000000000,205,3678
9000000000,205,3680
9000000000,205,3681
9000000000,205,3682
9000000000,205,3688
9000000000,205,3689
9000000000,205,3690
9000000000,205,3691
9000000000,205,3692
9000000000,205,3705
9000000000,205,3708
9000000000,205,3712
9000000000,205,3712
9000000000,205,3721
9000000000,205,3707
9000000000,205,3710
9000000000,205,3715
9000000000,205,3718
9000000000,205,3722
9000000000,205,3709
9000000000,205,3713
9000000000,205,3716
9000000000,205,3720
9000000000,205,3723
9000000000,205,3750
9000000000,205,3752
9000000000,205,3754
9000000000,205,3758
9000000000,205,3760
9000000000,205,3748
9000000000,205,3751
9000000000,205,3755
9000000000,205,3757
9000000000,205,3761
9000000000,205,3749
9000000000,205,3753
9000000000,205,3756
9000000000,205,3759
9000000000,205,3759
9000000000,205,3764
9000000000,205,3763
9000000000,205,3766
9000000000,205,3767
9000000000,205,3769
9000000000,205,3770
9000000000,205,3772
9000000000,205,3773
9000000000,205,3776
9000000000,205,3775
9000000000,205,3765
9000000000,205,3768
9000000000,205,3771
9000000000,205,3774
9000000000,205,3777
9000000000,205,3836
9000000000,205,3839
9000000000,205,3842
9000000000,205,3845
9000000000,205,3848
9000000001,3498,3837
9000000001,3498,3840
9000000001,3498,3843
9000000001,3498,3846
9000000001,3498,3849
9000000002,3499,3838
9000000002,3499,3841
9000000002,3499,3844
9000000002,3499,3847
9000000002,3499,3850
